batter,first,second,third,outs,total_runs_inn,runs_up_to_batter,runs_after_batter,at_least_1_scored,base
Gozzo,_,_,_,0,0,0,0,False,_ _ _
Stewart,_,_,_,1,0,0,0,False,_ _ _
Lau,1,_,_,1,0,0,0,False,1 _ _
Fuhrman,1,2,_,1,0,0,0,False,1 2 _
Lucchetti,1,_,3,2,0,0,0,False,1 _ 3
Baumgartner,1,2,3,2,0,0,0,False,1 2 3
Kim,_,_,_,0,0,0,0,False,_ _ _
Soderstrom,_,_,_,1,0,0,0,False,_ _ _
Kritsch,_,_,_,2,0,0,0,False,_ _ _
Gozzo,1,_,_,2,0,0,0,False,1 _ _
Stewart,_,_,_,0,2,0,2,True,_ _ _
Lau,_,_,_,1,2,0,2,True,_ _ _
Fuhrman,_,_,_,2,2,0,2,True,_ _ _
Lucchetti,1,_,_,2,2,0,2,True,1 _ _
Baumgartner,1,_,3,2,2,0,2,True,1 _ 3
Kim,_,2,_,2,2,2,0,False,_ 2 _
Soderstrom,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
Gozzo,1,_,_,1,0,0,0,False,1 _ _
Kleszcz,_,_,_,0,0,0,0,False,_ _ _
Lau,_,_,_,1,0,0,0,False,_ _ _
Fuhrman,_,_,_,2,0,0,0,False,_ _ _
Fuhrman,_,_,_,0,4,0,4,True,_ _ _
Lucchetti,_,2,_,0,4,0,4,True,_ 2 _
Baumgartner,_,2,_,1,4,0,4,True,_ 2 _
Kritsch,_,2,3,1,4,0,4,True,_ 2 3
Soderstrom,1,2,3,1,4,0,4,True,1 2 3
Kim,_,_,3,1,4,3,1,True,_ _ 3
Lau,1,_,_,1,4,4,0,False,1 _ _
White,1,_,_,2,4,4,0,False,1 _ _
Kleszcz,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,_,_,_,2,0,0,0,False,_ _ _
Baumgartner,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
Soderstrom,_,_,_,2,0,0,0,False,_ _ _
Kim,_,_,_,0,0,0,0,False,_ _ _
Lau,_,_,_,1,0,0,0,False,_ _ _
White,_,_,_,2,0,0,0,False,_ _ _
Kleszcz,_,2,_,2,0,0,0,False,_ 2 _
Kleszcz,1,2,_,2,0,0,0,False,1 2 _
Fuhrman,_,2,3,2,0,0,0,False,_ 2 3
Lucchetti,_,_,_,0,0,0,0,False,_ _ _
Baumgartner,_,_,_,1,0,0,0,False,_ _ _
Kritsch,1,_,_,1,0,0,0,False,1 _ _
Soderstrom,1,_,_,2,0,0,0,False,1 _ _
Kim,_,_,_,0,2,0,2,True,_ _ _
Lau,_,_,_,1,2,0,2,True,_ _ _
White,_,_,3,1,2,0,2,True,_ _ 3
Kleszcz,_,2,_,1,2,1,1,True,_ 2 _
Fuhrman,_,2,_,2,2,1,1,True,_ 2 _
Lucchetti,_,_,_,0,1,0,1,True,_ _ _
Baumgartner,_,_,_,1,1,0,1,True,_ _ _
Kritsch,_,2,_,1,1,0,1,True,_ 2 _
Soderstrom,_,2,_,2,1,0,1,True,_ 2 _
Kim,1,2,3,2,1,0,1,True,1 2 3
Lau,1,_,3,2,1,1,0,False,1 _ 3
White,_,_,_,0,0,0,0,False,_ _ _
Kleszcz,1,_,3,0,0,0,0,False,1 _ 3
Fuhrman,1,_,3,2,0,0,0,False,1 _ 3
O'Brien,1,_,3,2,0,0,0,False,1 _ 3
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lau,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,1,_,_,1,0,0,0,False,1 _ _
Lucchetti,1,_,_,2,0,0,0,False,1 _ _
Baumgartner,_,2,_,2,0,0,0,False,_ 2 _
Soderstrom,_,_,_,0,1,0,1,True,_ _ _
Kritsch,_,_,_,1,1,0,1,True,_ _ _
Gozzo,1,_,_,1,1,0,1,True,1 _ _
White,_,_,3,1,1,1,0,False,_ _ 3
Stewart,_,_,3,2,1,1,0,False,_ _ 3
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lau,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,_,_,_,2,0,0,0,False,_ _ _
Baumgartner,_,2,_,2,0,0,0,False,_ 2 _
Soderstrom,1,2,_,2,0,0,0,False,1 2 _
Kritsch,_,_,_,0,0,0,0,False,_ _ _
Gozzo,_,_,_,1,0,0,0,False,_ _ _
White,1,_,_,1,0,0,0,False,1 _ _
Stewart,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lau,_,_,_,2,0,0,0,False,_ _ _
Lucchetti,_,_,_,0,0,0,0,False,_ _ _
Baumgartner,_,_,_,1,0,0,0,False,_ _ _
Soderstrom,_,_,_,2,0,0,0,False,_ _ _
Kritsch,1,_,_,2,0,0,0,False,1 _ _
Gozzo,_,_,_,0,0,0,0,False,_ _ _
Filia,_,_,_,1,0,0,0,False,_ _ _
Stewart,_,_,_,2,0,0,0,False,_ _ _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lau,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,1,_,_,1,0,0,0,False,1 _ _
Baumgartner,1,_,_,2,0,0,0,False,1 _ _
Kim,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
Gozzo,_,_,_,2,0,0,0,False,_ _ _
Fuhrman,_,_,_,0,2,0,2,True,_ _ _
Lucchetti,1,_,_,0,2,0,2,True,1 _ _
Baumgartner,_,_,3,0,2,1,1,True,_ _ 3
Soderstrom,_,2,_,0,2,2,0,False,_ 2 _
Kritsch,_,2,_,1,2,2,0,False,_ 2 _
Lau,_,2,_,2,2,2,0,False,_ 2 _
Gozzo,_,_,_,0,0,0,0,False,_ _ _
White,_,_,_,1,0,0,0,False,_ _ _
Kleszcz,_,_,_,2,0,0,0,False,_ _ _
Fuhrman,1,_,_,2,0,0,0,False,1 _ _
Lucchetti,_,2,3,2,0,0,0,False,_ 2 3
Baumgartner,_,_,_,0,5,0,5,True,_ _ _
Soderstrom,1,_,_,0,5,0,5,True,1 _ _
Kritsch,1,2,_,0,5,0,5,True,1 2 _
Lau,1,2,3,0,5,0,5,True,1 2 3
Gozzo,_,2,3,0,5,2,3,True,_ 2 3
White,_,2,_,0,5,4,1,True,_ 2 _
Kleszcz,_,2,_,1,5,4,1,True,_ 2 _
Fuhrman,_,2,_,2,5,4,1,True,_ 2 _
Lucchetti,_,_,3,2,5,5,0,False,_ _ 3
Baumgartner,1,_,3,2,5,5,0,False,1 _ 3
Soderstrom,_,_,_,0,2,0,2,True,_ _ _
Soderstrom,1,_,_,0,2,0,2,True,1 _ _
Kritsch,_,_,3,0,2,0,2,True,_ _ 3
Lau,_,2,_,0,2,1,1,True,_ 2 _
Gozzo,1,2,_,0,2,1,1,True,1 2 _
White,1,_,3,1,2,1,1,True,1 _ 3
Kleszcz,1,_,3,1,2,2,0,False,1 _ 3
Fuhrman,1,_,3,2,2,2,0,False,1 _ 3
Lucchetti,_,_,_,0,5,0,5,True,_ _ _
Lucchetti,_,2,_,0,5,0,5,True,_ 2 _
Baumgartner,_,_,3,0,5,0,5,True,_ _ 3
Soderstrom,1,_,_,0,5,1,4,True,1 _ _
Kritsch,_,_,_,0,5,3,2,True,_ _ _
Lau,_,2,_,0,5,3,2,True,_ 2 _
Gozzo,1,2,_,0,5,3,2,True,1 2 _
White,1,2,3,0,5,3,2,True,1 2 3
Gozzo,_,2,3,1,5,4,1,True,_ 2 3
Kleszcz,_,_,3,1,5,5,0,False,_ _ 3
Glascoe,_,_,_,0,0,0,0,False,_ _ _
O'Brien,_,_,_,1,0,0,0,False,_ _ _
Stewart,_,_,_,2,0,0,0,False,_ _ _
Lau,_,_,_,0,6,0,6,True,_ _ _
Filia,_,_,_,1,6,0,6,True,_ _ _
Kim,1,_,_,1,6,0,6,True,1 _ _
Filia,1,_,_,2,6,0,6,True,1 _ _
Glascoe,_,2,3,2,6,0,6,True,_ 2 3
O'Brien,1,2,3,2,6,2,4,True,1 2 3
Stewart,1,2,3,2,6,2,4,True,1 2 3
Lau,1,2,3,2,6,2,4,True,1 2 3
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,1,_,_,0,0,0,0,False,1 _ _
Baumgartner,1,_,_,1,0,0,0,False,1 _ _
Soderstrom,_,2,_,2,0,0,0,False,_ 2 _
Kritsch,_,_,_,0,2,0,2,True,_ _ _
Lau,1,_,_,0,2,0,2,True,1 _ _
Gozzo,_,_,_,0,2,2,0,False,_ _ _
White,_,_,_,1,2,2,0,False,_ _ _
Kleszcz,_,_,_,2,2,2,0,False,_ _ _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,_,_,_,2,0,0,0,False,_ _ _
Soderstrom,_,_,3,2,0,0,0,False,_ _ 3
Kritsch,_,_,_,0,1,0,1,True,_ _ _
Lau,1,_,_,0,1,0,1,True,1 _ _
Gozzo,1,2,_,0,1,0,1,True,1 2 _
Lau,1,_,3,1,1,0,1,True,1 _ 3
White,_,2,_,1,1,1,0,False,_ 2 _
Kleszcz,_,2,_,2,1,1,0,False,_ 2 _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,2,_,0,0,0,0,False,_ 2 _
Baumgartner,_,2,_,1,0,0,0,False,_ 2 _
Soderstrom,_,_,3,2,0,0,0,False,_ _ 3
Kritsch,_,_,_,0,0,0,0,False,_ _ _
Lau,_,2,_,0,0,0,0,False,_ 2 _
Gozzo,_,2,_,2,0,0,0,False,_ 2 _
White,1,2,_,2,0,0,0,False,1 2 _
Kleszcz,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Glascoe,1,_,_,1,0,0,0,False,1 _ _
Baumgartner,1,_,_,2,0,0,0,False,1 _ _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,1,_,_,1,0,0,0,False,1 _ _
Lau,1,_,_,2,0,0,0,False,1 _ _
Kim,_,_,_,0,0,0,0,False,_ _ _
Soderstrom,1,_,_,0,0,0,0,False,1 _ _
Filia,1,_,_,1,0,0,0,False,1 _ _
Stewart,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,_,_,_,2,0,0,0,False,_ _ _
Baumgartner,_,_,_,0,2,0,2,True,_ _ _
Lau,_,_,_,1,2,0,2,True,_ _ _
Kim,1,_,_,1,2,0,2,True,1 _ _
Soderstrom,1,_,_,2,2,0,2,True,1 _ _
Filia,_,_,_,2,2,2,0,False,_ _ _
Stewart,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,1,_,_,1,0,0,0,False,1 _ _
Baumgartner,_,_,_,0,3,0,3,True,_ _ _
Lau,_,_,_,0,3,1,2,True,_ _ _
Kim,_,_,_,1,3,1,2,True,_ _ _
Soderstrom,_,_,_,1,3,2,1,True,_ _ _
Filia,_,_,_,2,3,2,1,True,_ _ _
Stewart,_,_,_,0,1,0,1,True,_ _ _
Fuhrman,1,_,_,0,1,0,1,True,1 _ _
Lucchetti,1,2,_,0,1,0,1,True,1 2 _
Baumgartner,1,_,3,1,1,0,1,True,1 _ 3
Lau,1,_,_,2,1,1,0,False,1 _ _
Kim,1,2,_,2,1,1,0,False,1 2 _
Soderstrom,_,_,_,0,0,0,0,False,_ _ _
Filia,_,_,_,1,0,0,0,False,_ _ _
Kritsch,1,_,_,1,0,0,0,False,1 _ _
Glascoe,1,_,_,2,0,0,0,False,1 _ _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,1,_,_,1,0,0,0,False,1 _ _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lau,_,2,_,0,0,0,0,False,_ 2 _
Baumgartner,_,2,_,1,0,0,0,False,_ 2 _
Lucchetti,1,2,_,2,0,0,0,False,1 2 _
Kritsch,_,_,_,0,0,0,0,False,_ _ _
Soderstrom,_,_,_,1,0,0,0,False,_ _ _
Kim,_,_,_,2,0,0,0,False,_ _ _
Filia,1,_,_,2,0,0,0,False,1 _ _
Kleszcz,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lau,_,2,_,1,0,0,0,False,_ 2 _
Baumgartner,_,2,_,2,0,0,0,False,_ 2 _
Lucchetti,_,_,_,0,0,0,0,False,_ _ _
Kritsch,1,_,_,0,0,0,0,False,1 _ _
Soderstrom,1,_,_,1,0,0,0,False,1 _ _
Kim,1,2,_,1,0,0,0,False,1 2 _
Filia,_,_,_,0,0,0,0,False,_ _ _
Kleszcz,1,_,_,0,0,0,0,False,1 _ _
Fuhrman,_,2,_,1,0,0,0,False,_ 2 _
Lau,_,2,_,2,0,0,0,False,_ 2 _
Baumgartner,_,_,_,0,6,0,6,True,_ _ _
Lucchetti,1,_,_,0,6,0,6,True,1 _ _
Kritsch,1,2,_,0,6,0,6,True,1 2 _
Soderstrom,_,2,3,1,6,0,6,True,_ 2 3
Kim,_,2,_,1,6,2,4,True,_ 2 _
Filia,1,_,_,1,6,3,3,True,1 _ _
Kleszcz,1,2,_,1,6,3,3,True,1 2 _
Fuhrman,1,2,_,1,6,4,2,True,1 2 _
Lau,1,_,3,1,6,5,1,True,1 _ 3
Baumgartner,_,2,3,1,6,6,0,False,_ 2 3
Lucchetti,_,2,3,2,6,6,0,False,_ 2 3
Kritsch,_,_,_,0,0,0,0,False,_ _ _
Soderstrom,_,_,_,1,0,0,0,False,_ _ _
Gozzo,_,_,_,2,0,0,0,False,_ _ _
Filia,1,_,_,2,0,0,0,False,1 _ _
Kleszcz,1,2,_,2,0,0,0,False,1 2 _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lau,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,_,_,_,2,0,0,0,False,_ _ _
Lucchetti,_,_,_,0,2,0,2,True,_ _ _
Kritsch,1,_,_,0,2,0,2,True,1 _ _
Stewart,1,_,_,1,2,0,2,True,1 _ _
Gozzo,1,_,_,2,2,0,2,True,1 _ _
Filia,1,2,3,2,2,0,2,True,1 2 3
Kleszcz,1,_,3,2,2,2,0,False,1 _ 3
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lau,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,_,_,_,2,0,0,0,False,_ _ _
Lucchetti,_,_,_,0,0,0,0,False,_ _ _
Kritsch,1,_,_,0,0,0,0,False,1 _ _
Soderstrom,1,_,_,1,0,0,0,False,1 _ _
Gozzo,1,_,_,2,0,0,0,False,1 _ _
White,_,_,_,0,0,0,0,False,_ _ _
Stewart,_,_,_,1,0,0,0,False,_ _ _
Fuhrman,1,_,_,1,0,0,0,False,1 _ _
Lau,1,2,_,1,0,0,0,False,1 2 _
Baumgartner,_,_,_,0,1,0,1,True,_ _ _
Lucchetti,_,_,_,1,1,0,1,True,_ _ _
Kritsch,_,_,_,1,1,1,0,False,_ _ _
Soderstrom,_,_,_,2,1,1,0,False,_ _ _
Gozzo,_,_,_,0,1,0,1,True,_ _ _
White,1,_,_,0,1,0,1,True,1 _ _
Stewart,1,_,3,0,1,0,1,True,1 _ 3
Fuhrman,1,_,3,1,1,0,1,True,1 _ 3
Lau,1,2,3,1,1,0,1,True,1 2 3
Baumgartner,1,_,3,2,1,1,0,False,1 _ 3
Lucchetti,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
Soderstrom,_,_,_,2,0,0,0,False,_ _ _
Gozzo,1,_,_,2,0,0,0,False,1 _ _
White,_,_,_,0,0,0,0,False,_ _ _
Stewart,_,_,_,1,0,0,0,False,_ _ _
Fuhrman,_,2,_,1,0,0,0,False,_ 2 _
Lau,_,_,3,2,0,0,0,False,_ _ 3
Baumgartner,_,_,_,0,1,0,1,True,_ _ _
Lucchetti,_,_,_,1,1,0,1,True,_ _ _
Kritsch,_,_,_,2,1,0,1,True,_ _ _
Soderstrom,_,_,_,2,1,1,0,False,_ _ _
Gozzo,_,_,_,0,0,0,0,False,_ _ _
White,_,_,_,1,0,0,0,False,_ _ _
Stewart,1,_,3,1,0,0,0,False,1 _ 3
Fuhrman,1,2,3,1,0,0,0,False,1 2 3
Lau,_,_,_,0,0,0,0,False,_ _ _
Baumgartner,1,_,_,0,0,0,0,False,1 _ _
Kritsch,1,_,_,1,0,0,0,False,1 _ _
Kleszcz,_,_,_,0,0,0,0,False,_ _ _
Gozzo,_,_,_,1,0,0,0,False,_ _ _
Filia,_,_,_,2,0,0,0,False,_ _ _
Stewart,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lau,_,_,_,2,0,0,0,False,_ _ _
Baumgartner,_,_,_,0,0,0,0,False,_ _ _
Kritsch,1,_,_,0,0,0,0,False,1 _ _
Kleszcz,1,_,_,1,0,0,0,False,1 _ _
Gozzo,_,_,_,0,0,0,0,False,_ _ _
Filia,_,_,3,0,0,0,0,False,_ _ 3
Stewart,1,_,3,0,0,0,0,False,1 _ 3
Fuhrman,1,2,3,1,0,0,0,False,1 2 3
Lau,1,2,_,2,0,0,0,False,1 2 _
Baumgartner,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
Kleszcz,1,_,_,1,0,0,0,False,1 _ _
Gozzo,1,2,_,1,0,0,0,False,1 2 _
Filia,_,_,_,0,0,0,0,False,_ _ _
Stewart,1,_,_,0,0,0,0,False,1 _ _
Fuhrman,_,2,_,1,0,0,0,False,_ 2 _
Lau,_,2,_,2,0,0,0,False,_ 2 _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,_,_,_,2,0,0,0,False,_ _ _
Soderstrom,_,_,_,0,0,0,0,False,_ _ _
Kim,_,_,_,1,0,0,0,False,_ _ _
Lau,_,_,_,2,0,0,0,False,_ _ _
Kritsch,_,_,_,0,0,0,0,False,_ _ _
Filia,_,_,_,1,0,0,0,False,_ _ _
Kleszcz,_,_,_,2,0,0,0,False,_ _ _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,1,_,_,1,0,0,0,False,1 _ _
Soderstrom,_,_,_,0,4,0,4,True,_ _ _
Kim,_,_,_,1,4,0,4,True,_ _ _
Lau,_,_,_,2,4,0,4,True,_ _ _
Kritsch,1,_,_,2,4,0,4,True,1 _ _
Filia,1,2,_,2,4,0,4,True,1 2 _
Glascoe,1,2,3,2,4,0,4,True,1 2 3
Fuhrman,1,2,3,2,4,1,3,True,1 2 3
Lucchetti,_,2,_,2,4,4,0,False,_ 2 _
Baumgartner,_,_,_,0,1,0,1,True,_ _ _
Soderstrom,_,2,_,0,1,0,1,True,_ 2 _
Kim,_,_,3,1,1,0,1,True,_ _ 3
Lau,_,_,3,2,1,0,1,True,_ _ 3
Kritsch,_,2,_,2,1,1,0,False,_ 2 _
Filia,_,_,_,0,0,0,0,False,_ _ _
Stewart,_,_,_,1,0,0,0,False,_ _ _
Fuhrman,1,_,_,1,0,0,0,False,1 _ _
Lucchetti,_,2,_,2,0,0,0,False,_ 2 _
Baumgartner,_,_,_,0,0,0,0,False,_ _ _
Soderstrom,_,2,_,0,0,0,0,False,_ 2 _
Kim,_,_,3,1,0,0,0,False,_ _ 3
Lau,1,_,3,1,0,0,0,False,1 _ 3
Kritsch,1,2,3,1,0,0,0,False,1 2 3
Filia,1,2,3,1,0,0,0,False,1 2 3
Stewart,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,_,2,_,1,0,0,0,False,_ 2 _
Glascoe,_,_,_,0,0,0,0,False,_ _ _
Lau,1,_,_,0,0,0,0,False,1 _ _
Baumgartner,_,_,_,2,0,0,0,False,_ _ _
Lucchetti,_,_,_,0,1,0,1,True,_ _ _
Gozzo,1,_,_,0,1,0,1,True,1 _ _
White,1,_,_,1,1,0,1,True,1 _ _
Sudyka,1,_,3,1,1,0,1,True,1 _ 3
Stewart,_,_,_,0,0,0,0,False,_ _ _
Glascoe,_,_,_,1,0,0,0,False,_ _ _
Lau,_,_,_,2,0,0,0,False,_ _ _
Baumgartner,_,_,_,0,2,0,2,True,_ _ _
Lucchetti,1,_,_,0,2,0,2,True,1 _ _
Gozzo,1,_,_,1,2,0,2,True,1 _ _
White,1,_,_,2,2,0,2,True,1 _ _
Sudyka,1,2,_,2,2,0,2,True,1 2 _
Stewart,_,_,_,0,0,0,0,False,_ _ _
Glascoe,_,2,_,0,0,0,0,False,_ 2 _
Lau,_,2,_,1,0,0,0,False,_ 2 _
Lau,1,2,_,1,0,0,0,False,1 2 _
Baumgartner,_,2,3,1,0,0,0,False,_ 2 3
Lucchetti,_,2,3,2,0,0,0,False,_ 2 3
Gozzo,_,_,_,0,0,0,0,False,_ _ _
White,_,_,_,1,0,0,0,False,_ _ _
Sudyka,1,_,_,1,0,0,0,False,1 _ _
Stewart,1,2,_,1,0,0,0,False,1 2 _
Glascoe,1,2,_,2,0,0,0,False,1 2 _
Fuhrman,_,_,_,0,4,0,4,True,_ _ _
Baumgartner,1,_,_,0,4,0,4,True,1 _ _
Filia,1,_,_,1,4,0,4,True,1 _ _
Gozzo,1,2,_,1,4,0,4,True,1 2 _
White,_,_,_,1,4,3,1,True,_ _ _
Sudyka,_,_,_,2,4,3,1,True,_ _ _
Stewart,1,_,_,2,4,3,1,True,1 _ _
Glascoe,_,_,_,0,0,0,0,False,_ _ _
Glascoe,1,_,_,0,0,0,0,False,1 _ _
Fuhrman,_,2,_,0,0,0,0,False,_ 2 _
Baumgartner,_,2,_,1,0,0,0,False,_ 2 _
Gozzo,_,_,3,2,0,0,0,False,_ _ 3
White,_,_,_,0,0,0,0,False,_ _ _
Sudyka,1,_,_,0,0,0,0,False,1 _ _
Kritsch,1,_,3,1,0,0,0,False,1 _ 3
Stewart,1,_,3,2,0,0,0,False,1 _ 3
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,_,_,_,2,0,0,0,False,_ _ _
Soderstrom,1,_,_,2,0,0,0,False,1 _ _
Kim,_,_,_,0,0,0,0,False,_ _ _
Lau,1,_,_,0,0,0,0,False,1 _ _
Filia,1,_,_,1,0,0,0,False,1 _ _
Stewart,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,_,_,_,2,0,0,0,False,_ _ _
Baumgartner,_,_,_,0,0,0,0,False,_ _ _
Soderstrom,_,_,_,1,0,0,0,False,_ _ _
Kim,_,2,_,1,0,0,0,False,_ 2 _
Lau,_,2,_,2,0,0,0,False,_ 2 _
Filia,_,_,_,0,0,0,0,False,_ _ _
Stewart,_,_,_,1,0,0,0,False,_ _ _
Fuhrman,1,_,_,1,0,0,0,False,1 _ _
Lucchetti,_,_,_,0,2,0,2,True,_ _ _
Baumgartner,_,2,_,0,2,0,2,True,_ 2 _
Soderstrom,1,_,_,0,2,1,1,True,1 _ _
Kim,1,_,_,1,2,1,1,True,1 _ _
Lau,1,2,_,1,2,1,1,True,1 2 _
White,1,2,_,2,2,1,1,True,1 2 _
Kritsch,1,2,3,2,2,1,1,True,1 2 3
Stewart,1,2,3,2,2,2,0,False,1 2 3
Fuhrman,_,_,_,0,2,0,2,True,_ _ _
Lucchetti,1,_,_,0,2,0,2,True,1 _ _
Fuhrman,1,_,_,1,2,0,2,True,1 _ _
Baumgartner,_,2,_,1,2,0,2,True,_ 2 _
Soderstrom,_,_,3,2,2,0,2,True,_ _ 3
Kim,_,_,_,2,2,2,0,False,_ _ _
Lau,1,_,_,2,2,2,0,False,1 _ _
White,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
Stewart,1,_,_,1,0,0,0,False,1 _ _
Fuhrman,_,2,_,2,0,0,0,False,_ 2 _
Baumgartner,_,_,_,0,2,0,2,True,_ _ _
Kleszcz,_,_,_,1,2,0,2,True,_ _ _
Kim,_,_,_,2,2,0,2,True,_ _ _
Lau,_,_,_,2,2,2,0,False,_ _ _
White,1,_,_,2,2,2,0,False,1 _ _
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,_,_,_,1,0,0,0,False,_ _ _
Baumgartner,_,_,_,2,0,0,0,False,_ _ _
Soderstrom,_,_,_,0,0,0,0,False,_ _ _
Kritsch,1,_,_,0,0,0,0,False,1 _ _
Lau,1,_,_,1,0,0,0,False,1 _ _
Gozzo,1,_,_,2,0,0,0,False,1 _ _
White,1,2,_,2,0,0,0,False,1 2 _
Stewart,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Lucchetti,_,_,_,2,0,0,0,False,_ _ _
Baumgartner,1,_,_,2,0,0,0,False,1 _ _
Soderstrom,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
Lau,_,_,_,2,0,0,0,False,_ _ _
Gozzo,_,_,_,0,0,0,0,False,_ _ _
White,_,_,_,1,0,0,0,False,_ _ _
Stewart,_,_,_,2,0,0,0,False,_ _ _
Fuhrman,_,_,_,0,1,0,1,True,_ _ _
Lucchetti,1,_,_,0,1,0,1,True,1 _ _
Baumgartner,1,2,_,0,1,0,1,True,1 2 _
Soderstrom,1,_,3,1,1,0,1,True,1 _ 3
Kritsch,1,_,_,2,1,1,0,False,1 _ _
Lau,_,_,_,0,1,0,1,True,_ _ _
Gozzo,_,_,_,1,1,0,1,True,_ _ _
White,_,_,_,1,1,1,0,False,_ _ _
Stewart,1,_,_,1,1,1,0,False,1 _ _
Fuhrman,1,_,_,2,1,1,0,False,1 _ _
Kim,_,2,3,2,1,1,0,False,_ 2 3
Baumgartner,_,_,_,0,0,0,0,False,_ _ _
Soderstrom,_,_,_,1,0,0,0,False,_ _ _
Kritsch,1,_,_,1,0,0,0,False,1 _ _
Lau,1,2,_,1,0,0,0,False,1 2 _
Gozzo,1,2,_,2,0,0,0,False,1 2 _
Filia,_,_,_,0,0,0,0,False,_ _ _
Fuhrman,_,_,_,1,0,0,0,False,_ _ _
Weiner,1,_,_,1,0,0,0,False,1 _ _
Baumgartner,1,_,3,1,0,0,0,False,1 _ 3
Soderstrom,1,2,3,1,0,0,0,False,1 2 3
Fuhrman,_,_,_,0,0,0,0,False,_ _ _
Lucchetti,1,_,_,0,0,0,0,False,1 _ _
Baumgartner,_,2,_,1,0,0,0,False,_ 2 _
Soderstrom,1,2,_,1,0,0,0,False,1 2 _
Kim,1,2,_,2,0,0,0,False,1 2 _
Lau,1,2,3,2,0,0,0,False,1 2 3
Kritsch,_,_,_,0,4,0,4,True,_ _ _
White,_,_,3,0,4,0,4,True,_ _ 3
Stewart,_,2,_,0,4,1,3,True,_ 2 _
Fuhrman,_,_,_,1,4,2,2,True,_ _ _
Lucchetti,1,_,_,1,4,2,2,True,1 _ _
Baumgartner,_,2,_,1,4,3,1,True,_ 2 _
Soderstrom,1,_,_,1,4,4,0,False,1 _ _
Kim,1,_,_,2,4,4,0,False,1 _ _
Lau,_,_,_,0,0,0,0,False,_ _ _
Kritsch,_,_,_,1,0,0,0,False,_ _ _
White,_,_,_,2,0,0,0,False,_ _ _
Stewart,1,_,_,2,0,0,0,False,1 _ _
Fuhrman,_,_,_,0,2,0,2,True,_ _ _
